,id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1,split,labels_list,majority_label,label
95,101615,es,La más fea del valle de San Nicolas 🙋🏻‍♀️ https://t.co/JQBqdEwpdC,6,"['Annotator_265', 'Annotator_266', 'Annotator_267', 'Annotator_268', 'Annotator_269', 'Annotator_270']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Spain', 'Mexico', 'Italy', 'Spain', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",YES,1
96,103124,es,"@TheSValient @amargalamina Natalie Perez, pero para mi era rubia tonta con buen lomo y divinos tatuajes de novelas pedorras argentas  (cero envidia 🙂)",6,"['Annotator_343', 'Annotator_344', 'Annotator_345', 'Annotator_346', 'Annotator_347', 'Annotator_348']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Portugal', 'Ireland', 'Italy', 'Spain']","['YES', 'YES', 'NO', 'NO', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'NO', 'YES', 'YES']",YES,1
97,101229,es,Ayer @ONU_es celebró el Día Internacional de los Derechos Humanos. La página literaria @deLectorALectorle hizo un huequito a nuestro #ecofeminismo¡Gracias! 😍😍😍https://t.co/4wUXWMycxu#DiaDeLosDerechosHumanos #CambioClimático #feminismo #Igualdad,6,"['Annotator_91', 'Annotator_92', 'Annotator_93', 'Annotator_94', 'Annotator_95', 'Annotator_96']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Chile', 'United Kingdom', 'Spain', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
98,101821,es,Día Nacional Contra el Femicidio: CIF realiza llamado a denunciar todo tipo de violencia de género https://t.co/KHSGNnLSFY,6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'NO', 'YES', 'YES', 'YES', 'YES']",YES,1
99,103646,es,"@vargas_wero Awebooooo!!! No veo lógico q una chivahermano quiera ver a las putas zorras campeonas y, si así fuera, no son realmente de @Chivas . Que chingues a su puta y bomba madre el America junto con el Atlas!!!!",6,"['Annotator_325', 'Annotator_326', 'Annotator_327', 'Annotator_328', 'Annotator_329', 'Annotator_330']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Mexico', 'Spain', 'Mexico', 'Italy', 'Chile']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",YES,1
100,101105,es,"@BrayanZ21948346 @WilzonLpez3 @BeatrizValleM Es una necesidad para las mujeres, es parte de los derechos sexuales y reproductivos. Honduras tiene que avanzar y salir de ser un país en subdesarrollo.... Gracias a las diputadas y los diputados por pensar en las necesidades de las personas más vulnerables. 🏳️‍⚧️🏳️‍🌈🇭🇳💪👊",6,"['Annotator_193', 'Annotator_194', 'Annotator_195', 'Annotator_196', 'Annotator_197', 'Annotator_198']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree']","['Portugal', 'Mexico', 'Portugal', 'Peru', 'Colombia', 'Mexico']","['YES', 'NO', 'YES', 'YES', 'NO', 'NO']",TRAIN_ES,"['YES', 'NO', 'YES', 'YES', 'NO', 'NO']",NO,0
101,103589,es,"@TamaraVitelli Veamos si @RickySarkany también publicita alguno de sus productos con una/x modelo no hegemónicx. Yo le abro una nota de crédito y, como ya contesté en otro hilo, no veo la Violencia Simbólica en este póster. Veo a una mujer mostrando lindísimas zapatillas",6,"['Annotator_133', 'Annotator_134', 'Annotator_135', 'Annotator_136', 'Annotator_137', 'Annotator_138']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'Mexico', 'Mexico', 'Chile', 'Chile']","['YES', 'NO', 'NO', 'YES', 'NO', 'YES']",TRAIN_ES,"['YES', 'NO', 'NO', 'YES', 'NO', 'YES']",NO,0
102,101374,es,"Sorry pero JAMÁS voy a entender a las mujeres que se casan con hombres viejos con dinero 😐 se me hace un precio demasiado alto solo por ""comodidades""",6,"['Annotator_313', 'Annotator_314', 'Annotator_315', 'Annotator_316', 'Annotator_317', 'Annotator_318']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'United Kingdom', 'Spain', 'Portugal', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
103,100230,es,Presentan campaña “ASI NO #YoSíTeCreo contra el abuso sexual infantil” @alejandromurat @visionpolitica7 @VMendozaTG @Voceria_GobOax @fvallejogil https://t.co/9gXHLF40wM,6,"['Annotator_337', 'Annotator_338', 'Annotator_339', 'Annotator_340', 'Annotator_341', 'Annotator_342']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Venezuela', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'YES', 'YES']",YES,1
104,100185,es,Maravillada con la creación de Soha Elghany @s0_s0el en @tableau Análisis de los tuits por el #womensday  2021 #8M #Analytics #BigData #DataMininghttps://t.co/vk77kMJEMG #ciberfeminismo #internetfeminista #mujeresenred #Twitter https://t.co/i1ye2H2A0j,6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'YES']",NO,0
105,101740,es,Pobrecita... golfa y tonta....cariño voy a esnifar pegamento a la papelería ahora vuelvo,6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
106,102506,es,Mujer al volante se le atraviesa al paso de motociclistahttps://t.co/QR3pWaGrtX https://t.co/5IQczdQhES,6,"['Annotator_97', 'Annotator_98', 'Annotator_99', 'Annotator_100', 'Annotator_101', 'Annotator_102']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Argentina', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Spain']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",YES,1
107,100986,es,Quien con #popper que preste el culo para deslecharme?? #jodagye #gyegay @Whatsapp_gay @cruisingye @GayEcuadorOfic,6,"['Annotator_163', 'Annotator_164', 'Annotator_165', 'Annotator_166', 'Annotator_167', 'Annotator_168']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Mexico', 'Canada', 'Portugal', 'Portugal']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",NO,0
108,101423,es,"Hoy se conmemora el #DíaInternacionalDeLaNiña, que tiene como objetivo:✅ promover sus derechos✅ reconocer los desafíos específicos a los que se enfrentan.🔸Las desigualdades y los estereotipos de género afectan la vida de las niñas y adolescentes en todo el 🌎@ViceGobMnes https://t.co/OGiKfzSTEg",6,"['Annotator_181', 'Annotator_182', 'Annotator_183', 'Annotator_184', 'Annotator_185', 'Annotator_186']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Venezuela', 'Mexico', 'Mexico', 'Panama', 'Spain', 'Spain']","['NO', 'NO', 'NO', 'YES', 'NO', 'YES']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'NO', 'YES']",NO,0
109,101673,es,@maiteiriart09 Menos mal que ayer te pedí que no pausaras más el feminismo ahre,6,"['Annotator_307', 'Annotator_308', 'Annotator_309', 'Annotator_310', 'Annotator_311', 'Annotator_312']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Spain', 'Mexico', 'Portugal', 'Portugal', 'Portugal', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
110,101804,es,"@CondeSciendo Ay siiiii, Queen Guarra. Lady poco limpia, ms sucia o la larga vaga. Por qué la votará la gente? Si solo importa la higiene de la casa",6,"['Annotator_235', 'Annotator_236', 'Annotator_237', 'Annotator_238', 'Annotator_239', 'Annotator_240']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Mexico', 'Spain', 'Mexico']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",YES,1
111,100034,es,"#EEUU Documentos desclasificados revelan que misteriosos drones -en julio de 2019- ""acosaron"" a buques de guerra yanquis en las costas de California. #FOIA #MysteriousDrones #Harassed #US #Navy #Warships #OffCalifornia https://t.co/VsPJCyOldN",6,"['Annotator_79', 'Annotator_80', 'Annotator_81', 'Annotator_82', 'Annotator_83', 'Annotator_84']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Peru', 'Spain', 'Peru', 'Italy', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",NO,0
112,102304,es,"@contranarrantif @AnnieFemMas @Jen1000000 @xRockest @Pretorian_MGTOW Copiado... Es decir... De igual forma qué el feminismo es un error, ya que divide a la sociedad, el ""masculinismo"" si se quisiera dar cómo movimiento es igual de erróneo. Quieres dar eso a entender?",6,"['Annotator_139', 'Annotator_140', 'Annotator_141', 'Annotator_142', 'Annotator_143', 'Annotator_144']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Italy', 'Italy', 'Portugal', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
113,100315,es,@JornadaPerfecta @Sorare Creo que el penalti forzado no cuenta como acción positiva,6,"['Annotator_31', 'Annotator_32', 'Annotator_33', 'Annotator_34', 'Annotator_35', 'Annotator_36']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
114,103371,es,@Virabhadra_1 El verdadero techo de cristal está entre la clase política/sus esbirros sindicales y el resto de la sociedad,6,"['Annotator_253', 'Annotator_254', 'Annotator_255', 'Annotator_256', 'Annotator_257', 'Annotator_258']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Multiracial']","['Bachelor’s degree', 'Master’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['United States', 'Spain', 'United States', 'Spain', 'Chile', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",NO,0
115,100352,es,Paris Hilton estuvo esta tarde en DC. Llamó a los congresistas a legislar contra el abuso a niños y niñas en que permanecen en instituciones. Ella sufrió abusos y acoso sexual en un internado a los 16 años. https://t.co/CVipaF6hal,6,"['Annotator_241', 'Annotator_242', 'Annotator_243', 'Annotator_244', 'Annotator_245', 'Annotator_246']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'Portugal', 'United States', 'United Kingdom', 'Mexico']","['NO', 'YES', 'NO', 'NO', 'NO', 'YES']",TRAIN_ES,"['NO', 'YES', 'NO', 'NO', 'NO', 'YES']",NO,0
116,100606,es,"@moswestenra @martintetaz @OPEROMANO @UCRCapital @juntoscambioar Literalmente acaba de hablar de brecha de género, no lo cierra ni en pedo",6,"['Annotator_175', 'Annotator_176', 'Annotator_177', 'Annotator_178', 'Annotator_179', 'Annotator_180']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Greece', 'Chile', 'Argentina', 'Portugal', 'Portugal', 'Portugal']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'YES', 'NO', 'YES', 'YES']",YES,1
117,103430,es,"@mamalona_velez @g_quadri @CNNEE La libre expresión acaba cuando propagas la idea de que TODOS los trans son personas confundidas es influenciables que fácilmente se mutilan en pito/clítoris a la primera provocación. Quadri es un pinche resentido, ultra conservador y lo que pronunciaba se llama discurso de odio.",6,"['Annotator_241', 'Annotator_242', 'Annotator_243', 'Annotator_244', 'Annotator_245', 'Annotator_246']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'Portugal', 'United States', 'United Kingdom', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'YES', 'NO']",NO,0
118,101625,es,"Ni Ucrania está en la OTAN ni hay ahí misiles de USA,ni  gente inteligente defiende a Putin solo por estar contra la ideología de género- sentido comun...-el  lobby feminazi o https://t.co/9713V2O1qu pensamiento muy primitivo!Incultos....",6,"['Annotator_157', 'Annotator_158', 'Annotator_159', 'Annotator_160', 'Annotator_161', 'Annotator_162']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Portugal', 'Spain', 'Portugal', 'Spain', 'Portugal']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",YES,1
119,101289,es,@KtaNaldo_Bucara El hacerlo con una mujer embarazada levanta un morbo increíble...🔥🔥🔥Que buen vídeo muchachos.😎👌🏻,6,"['Annotator_373', 'Annotator_374', 'Annotator_375', 'Annotator_376', 'Annotator_377', 'Annotator_378']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Mexico', 'Spain', 'Mexico', 'Spain']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'NO', 'YES']",YES,1
120,100171,es,solo puedo pensar cuando escuche ese FUCK THE PATRIARCHY https://t.co/QAjonghpGK,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
121,101739,es,@Thomy200261 Es una golfa mentirosa como su amo y señor el hampón.,6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['YES', 'YES', 'NO', 'YES', 'NO', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'NO', 'YES']",YES,1
122,100545,es,Yo: Tweet serio sobre como tenía autoestima baja y creaba barreras invisibles respecto a otras personas  para hacerme sentir inferior que nunca existían. Vosotros: Guarra. Cerda. bonk. https://t.co/NWrrNBpGNz,6,"['Annotator_13', 'Annotator_14', 'Annotator_15', 'Annotator_16', 'Annotator_17', 'Annotator_18']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Chile', 'Spain', 'Spain', 'Portugal', 'Spain']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
123,102478,es,"@LeCossette Pues mil veces la "" putisima "" a la mojigata...",6,"['Annotator_13', 'Annotator_14', 'Annotator_15', 'Annotator_16', 'Annotator_17', 'Annotator_18']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Chile', 'Spain', 'Spain', 'Portugal', 'Spain']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'YES', 'YES']",YES,1
124,100865,es,"Cuando te dicen que te sientes como una señorita #PS5Share, #ELDENRING https://t.co/bD4t4Vfkju",6,"['Annotator_133', 'Annotator_134', 'Annotator_135', 'Annotator_136', 'Annotator_137', 'Annotator_138']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'Mexico', 'Mexico', 'Chile', 'Chile']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'NO']",YES,1
125,103514,es,@MariuxiRivas Como puede comparar un embarazo deseado con una VIOLACIÓN!,6,"['Annotator_265', 'Annotator_266', 'Annotator_267', 'Annotator_268', 'Annotator_269', 'Annotator_270']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Spain', 'Mexico', 'Italy', 'Spain', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",YES,1
